"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL532";"ERYTHROMYCIN";"A/T/S|AKNE-MYCIN|AKNEMYCIN PLUS|Benzamycin|Bristamycin|C-SOLVE-2|E-BASE|E-Base|E-GLADES|E-Glades|E-MYCIN|E-Mycin|E-SOLVE 2|EMGEL|ERY-TAB|ERYACNE 2|ERYACNE 4|ERYC|ERYC 125|ERYC SPRINKLES|ERYCETTE|ERYDERM|ERYGEL|ERYMAX|ERYMAX SPRINKLE|ERYTHRA-DERM|ERYTHRO-STATIN|ERYTHROMYCIN|Erypar|Erythro 200|Erythro-Statin|Erythrocin|Erythromycin|Gallimycin|ILOTYCIN|ISOTREXIN|J01FA01|KERYMAX|NSC-55929|OFTALMOLOSA CUSI ERITROMICINA|PAEDIATHROCIN|PCE|Pfizer-E|R-P MYCIN|RETCIN|ROBIMYCIN|ROMMIX 250 EC|ROMMIX 500 EC|SANSAC|STATICIN|STIEMYCIN|T-STAT|TILORYTH|Wyamycin|ZINERYT";"Small molecule";"4";"733.94";"298";"4103";"1.79";"193.91";"14";"5";"2";"7";"N";"0.24";"12.45";"8.38";"2.60";"1.57";"0";"MOL";"0";"51";"14";"5";"2";"733.4612";"NEUTRAL";"C37H67NO13";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL628";"PENTOXIFYLLINE";"BL 191|C04AD03|NEOTREN MR|NSC-637086|OXPENTIFYLLINE|PENTOXIFYLLINE|PENTOXIL|TRENTAL|TRENTAL 100|TRENTAL 400";"Small molecule";"4";"278.31";"160";"795";"0.19";"78.89";"7";"0";"0";"5";"N";"0.73";"";"";"0.23";"0.23";"2";"MOL";"0";"20";"7";"0";"0";"278.1379";"";"C13H18N4O3";"CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O"
"CHEMBL820";"BUSULFAN";"BUSILVEX|BUSULFAN|BUSULFEX|Busulfan|MYELOSAN|MYLERAN|NCI-C01592|NSC-750|SULPHABUTIN";"Small molecule";"4";"246.31";"216";"1245";"-0.28";"86.74";"6";"0";"0";"7";"N";"0.45";"";"";"-0.76";"-0.76";"0";"MOL";"0";"14";"6";"0";"0";"246.0232";"";"C6H14O6S2";"CS(=O)(=O)OCCCCOS(C)(=O)=O"
"CHEMBL1115";"PYRIDOSTIGMINE";"Mestinon|PYRIDOSTIGMINE|Pyridostigmine|Regonol";"Small molecule";"4";"181.22";"29";"80";"0.57";"33.42";"2";"0";"0";"1";"Y";"0.59";"";"";"-3.47";"-3.47";"1";"MOL";"0";"13";"4";"0";"0";"181.0972";"";"C9H13N2O2+";"CN(C)C(=O)Oc1ccc[n+](C)c1"
"CHEMBL137";"METRONIDAZOLE";"ACEA|ANABACT|BAY-5360|BAYER 5360|DRAZIFON|ELYZOL|FLAGYL|FLAGYL COMPAK|FLAGYL ER|FLAGYL-400|FLAGYL-S|Flagyl 375|Flagyl i.v. rtu in plastic container|METRO I.V.|METROCREAM|METROGEL|METROGEL-VAGINAL|METROLOTION|METROLYL|METROMIDOL|METRONIDAZOLE|METROSA|METROTOP|Metric 21|NEUTRATOP|NORITATE|NORZOL|NSC-50364|NSC-69587|NUVESSA|PROTOSTAT|ROSICED|ROZEX|RP 8823|SATRIC|VAGINYL|VANDAZOLE|ZADSTAT|ZIDOVAL|ZYOMET";"Small molecule";"4";"171.16";"284";"3179";"0.09";"81.19";"5";"1";"0";"3";"N";"0.52";"";"3.03";"-0.46";"-0.46";"1";"MOL";"0";"12";"6";"1";"0";"171.0644";"NEUTRAL";"C6H9N3O3";"Cc1ncc([N+](=O)[O-])n1CCO"
"CHEMBL163";"RITONAVIR";"A-84538|ABBOTT-84538|ABT-538|NORVIR|NSC-693184|Norvir|RITONAVIR|RITONAVIR RELATED COMPOUNDS MIXTURE";"Small molecule";"4";"720.96";"190";"1390";"5.91";"145.78";"9";"4";"2";"17";"N";"0.11";"13.68";"2.84";"5.22";"5.22";"4";"MOL";"0";"50";"11";"4";"3";"720.3128";"NEUTRAL";"C37H48N6O5S2";"CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1"
"CHEMBL614";"PYRAZINAMIDE";"D-50|MK-56|NSC-14911|PIRILENE|PYRAFAT|PYRAZINAMIDE|PYRAZINECARBOXAMIDE|Pyrazinamide|TEBRAZID";"Small molecule";"4";"123.11";"165";"1097";"-0.42";"68.87";"3";"1";"0";"1";"N";"0.55";"13.06";"";"-1.23";"-1.23";"1";"MOL";"0";"9";"4";"2";"0";"123.0433";"NEUTRAL";"C5H5N3O";"NC(=O)c1cnccn1"
"CHEMBL991";"STAVUDINE";"BMY-27857|D-4T|D4T|NSC-163661|SANILVUDINE|STAVUDINE|ZERIT|ZERIT XR|Zerit|d4T";"Small molecule";"4";"224.22";"243";"1394";"-0.71";"84.32";"5";"2";"0";"2";"N";"0.65";"9.95";"";"-0.23";"-0.23";"1";"MOL";"0";"16";"6";"2";"0";"224.0797";"NEUTRAL";"C10H12N2O4";"Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O"
"CHEMBL573";"NIACIN";"NIACIN|NIACOR|NIASPAN|NIASPAN TITRATION STARTER PACK|NICANGIN|NICOLAR|NICOTINIC ACID|NSC-169454|Niacin|Niacin TD|Niaspan ER|Nicotinate|Simcor|WAMPOCAP";"Small molecule";"4";"123.11";"160";"2420";"0.78";"50.19";"2";"1";"0";"1";"Y";"0.60";"2.79";"4.19";"-0.17";"-2.86";"1";"MOL";"0";"9";"3";"1";"0";"123.0320";"ACID";"C6H5NO2";"O=C(O)c1cccnc1"
"CHEMBL672";"FENOFIBRATE";"ANTARA (MICRONIZED)|FENOFIBRATE|FENOFIBRATE (MICRONIZED)|FENOGAL|FENOGLIDE|LIPANTIL|LIPANTIL MICRO 200|LIPANTIL MICRO 267|LIPANTIL MICRO 67|LIPIDIL|LIPOFEN|NSC-281319|SUPRALIP 160|TRICOR|TRIGLIDE";"Small molecule";"4";"360.84";"187";"4300";"4.68";"52.60";"4";"0";"0";"6";"N";"0.55";"";"";"5.28";"5.28";"2";"MOL";"0";"25";"4";"0";"0";"360.1128";"";"C20H21ClO4";"CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1"
"CHEMBL34259";"METHOTREXATE";"AMETHOPTERIN|Abitrexate|Amethopterin|CL 14377|EBETREX|EMT-25299|EMTEXATE HIGH-POT|EMTEXATE PF|Folex|MAXTREX|METHOTREXATE|METHYLAMINOPTERIN|METOJECT|MEXATE|Mexate|Mexate-AQ|NSC-740|OTREXUP|OTREXUP PFS|R-9985|R-METHOTREXATE|RASUVO|RHEUMATREX|TCMDC-123832|TCMDC-125488|TCMDC-125858|Trexall|ZLATAL|methotrexate";"Small molecule";"4";"454.45";"905";"3849";"0.27";"210.54";"10";"5";"0";"9";"N";"0.29";"3.25";"2.80";"-0.24";"-6.56";"3";"MOL";"0";"33";"13";"7";"2";"454.1713";"ACID";"C20H22N8O5";"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"
"CHEMBL2141296";"IXAZOMIB";"IXAZOMIB|MLN-2238|MLN-9708 FREE BASE|MLN2238|NINLARO";"Small molecule";"4";"361.03";"12";"26";"";"";"";"";"";"";"";"";"";"";"";"";"";"MOL";"0";"";"";"";"";"360.0815";"";"C14H19BCl2N2O4";"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O"
"CHEMBL231813";"TELAPREVIR";"INCIVEK|INCIVO|LY 570310|LY-570310|MP 424|MP-424|TELAPREVIR|VRT 111950|VRT-111950|VX 950|VX-950";"Protein";"4";"679.86";"40";"541";"2.45";"179.56";"8";"4";"1";"13";"N";"0.23";"11.86";"0.30";"2.58";"2.58";"1";"MOL";"0";"49";"13";"4";"2";"679.4057";"NEUTRAL";"C36H53N7O6";"CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1"
"CHEMBL91";"MICONAZOLE";"Conofite|DUMICOAT|Dermazole|LORAMYC|MICONAZOLE|MONISTAT|Micatin|Miconazole|Monistat-3|Monistat-Derm|NSC-170986|ORAVIG|Vusion";"Small molecule";"4";"416.14";"330";"2361";"6.45";"27.05";"3";"0";"1";"6";"N";"0.46";"";"6.48";"5.96";"5.92";"3";"MOL";"0";"25";"3";"0";"1";"413.9860";"NEUTRAL";"C18H14Cl4N2O";"Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1"
"CHEMBL282042";"SAQUINAVIR MESYLATE";"FORTOVASE|INVIRASE|RO 31-8959/003|Ro-31-8959-003|SAQUINAVIR MESILATE|SAQUINAVIR MESYLATE|SAQUINAVIR METHANESULFONATE SALT";"Small molecule";"4";"766.96";"36";"97";"3.09";"166.75";"7";"5";"1";"12";"N";"0.20";"13.61";"8.47";"3.16";"2.05";"3";"MOL";"0";"49";"11";"6";"3";"670.3843";"NEUTRAL";"C39H54N6O8S";"CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O"
"CHEMBL254316";"RALTEGRAVIR";"ISENTRESS|MK-0518|RALTEGRAVIR";"Small molecule";"4";"444.42";"45";"652";"0.91";"152.24";"9";"3";"0";"6";"N";"0.51";"7.02";"";"-0.39";"-0.92";"3";"MOL";"0";"32";"11";"3";"1";"444.1557";"NEUTRAL";"C20H21FN6O5";"Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1"
"CHEMBL135";"ESTRADIOL";"ADGYN ESTRO|AGOFOLLIN|ALORA|Alfatradiol|Aquagen|BEDOL|CLIMARA|Climara Pro|DERMESTRIL 100|DERMESTRIL 25|DERMESTRIL 50|DERMESTRIL SEPTEM 25|DERMESTRIL SEPTEM 50|DERMESTRIL SEPTEM 75|DESTRADIOL|DIHYDROTHEELIN|DIHYDROXYESTRIN|DIVIGEL|Depo-Estradiol|E-Cypionate|ELESTRIM|ELESTRIN|ELLESTE SOLO|ELLESTE SOLO MX 40|ELLESTE SOLO MX 80|ESCLIM|ESTRACE|ESTRADERM|ESTRADERM MX 100|ESTRADERM MX 25|ESTRADERM MX 50|ESTRADERM MX 75|ESTRADERM TTS 100|ESTRADERM TTS 25|ESTRADERM TTS 50|ESTRADIOL|ESTRADIOL HEMIHYDRATE|ESTRASORB|ESTRING|ESTROGEL|EVAMIST|EVOREL 100|EVOREL 25|EVOREL 50|EVOREL 75|Estradiol|Estradiol hemihydrate|Estrasorb|FEMATRIX 40|FEMATRIX 80|FEMPATCH|FEMSEVEN 100|FEMSEVEN 50|FEMSEVEN 75|GVNODIOL|GYNERGON|GYNODIOL|GYNOESTRYL|Gynogen|IMVEXXY|INNOFEM|MENOREST 37.5|MENOREST 50|MENOREST 75|MENORING 50|MENOSTAR|MINIVELLE|NSC-20293|NSC-9895|OESTRADIOL|Oestradiol|PROGYNOVA TS|SANDRENA|VAGIFEM|VIVELLE|VIVELLE-DOT|Vagifem 18|Vagifem 8|WC-3011|WC3011|ZUMENON";"Small molecule";"4";"272.39";"264";"2091";"3.61";"40.46";"2";"2";"0";"0";"N";"0.76";"10.33";"";"3.75";"3.74";"1";"MOL";"0";"20";"2";"2";"0";"272.1776";"NEUTRAL";"C18H24O2";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O"
"CHEMBL1460";"DIDANOSINE";"BMY-40900|DDI|DIDANOSINE|DIDANOSINE SYSTEM SUITABILITY MIXTURE|DIDEOXYINOSINE (DDI)|NSC-612049|VIDEX|VIDEX EC|Videx";"Small molecule";"4";"236.23";"154";"743";"-0.21";"93.03";"6";"2";"0";"2";"N";"0.75";"8.93";"0.60";"-0.87";"-0.88";"2";"MOL";"0";"17";"7";"2";"0";"236.0909";"NEUTRAL";"C10H12N4O3";"O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1"
"CHEMBL1163";"ATAZANAVIR";"ATAZANAVIR|Atazanavir|BMS-232632|CGP-73547|REYATAZ";"Small molecule";"4";"704.87";"40";"718";"4.21";"171.22";"9";"5";"1";"14";"N";"0.15";"11.92";"4.42";"4.54";"4.54";"3";"MOL";"0";"51";"13";"5";"2";"704.3897";"NEUTRAL";"C38H52N6O7";"COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C"
"CHEMBL1538";"TENOFOVIR DISOPROXIL";"GS-4331|TENOFOVIR DISOPROXIL|Tenofovir disoproxil|VIREAD";"Small molecule";"4";"519.45";"13";"21";"3.04";"185.44";"15";"1";"2";"13";"N";"0.23";"";"3.74";"2.65";"2.65";"2";"MOL";"0";"35";"15";"2";"2";"519.1730";"NEUTRAL";"C19H30N5O10P";"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C"
"CHEMBL1535";"HYDROXYCHLOROQUINE";"HYDROXYCHLOROQUINE|Hydroxychloroquine";"Small molecule";"4";"335.88";"118";"347";"3.78";"48.39";"4";"2";"0";"9";"N";"0.73";"";"9.76";"2.89";"0.33";"2";"MOL";"0";"23";"4";"2";"0";"335.1764";"BASE";"C18H26ClN3O";"CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12"
"CHEMBL25";"ASPIRIN";"8-HOUR BAYER|ACETYLSALIC ACID|ACETYLSALICYLIC ACID|ALKA RAPID|ANADIN ALL NIGHT|ANGETTES 75|ASPIRIN|ASPRO CLR|Acetosalic Acid|Acetylsalicylic Acid|Aspirin|BAY1019036|BAYER EXTRA STRENGTH ASPIRIN FOR MIGRAINE PAIN|DANAMEP|DISPRIN CV|DISPRIN DIRECT|DURLAZA|ENPRIN|Ecotrin|Equi-Prin|GENCARDIA|LEVIUS|MAX STRGH ASPRO CLR|MEASURIN|MICROPIRIN EC|NSC-27223|NSC-406186|NU-SEALS 300|NU-SEALS 600|NU-SEALS 75|NU-SEALS CARDIO 75|PAYNOCIL|PLATET|PLATET 300|POSTMI 300|POSTMI 75|Salicylic Acid Acetate|VAZALORE";"Small molecule";"4";"180.16";"287";"3705";"1.31";"63.60";"3";"1";"0";"2";"N";"0.55";"3.41";"";"1.24";"-2.16";"1";"MOL";"0";"13";"4";"1";"0";"180.0423";"ACID";"C9H8O4";"CC(=O)Oc1ccccc1C(=O)O"
"CHEMBL667";"ACETYLCHOLINE";"ACETYLCHOLINE|Acetylcholine";"Small molecule";"4";"146.21";"51";"289";"0.26";"26.30";"2";"0";"0";"3";"Y";"0.42";"";"";"-4.22";"-4.22";"0";"MOL";"0";"10";"3";"0";"0";"146.1176";"";"C7H16NO2+";"CC(=O)OCC[N+](C)(C)C"
"CHEMBL116";"AMPRENAVIR";"141 W94|141W94|AGENERASE|AMPRENAVIR|Agenerase|J05AE05|KVX-478|VX-478";"Small molecule";"4";"505.64";"145";"1178";"2.40";"131.19";"7";"3";"1";"11";"N";"0.40";"13.61";"2.39";"2.43";"2.43";"2";"MOL";"0";"35";"9";"4";"1";"505.2247";"NEUTRAL";"C25H35N3O6S";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1"
"CHEMBL106";"FLUCONAZOLE";"CANESTEN ORAL|DIFLUCAN|DIFLUCAN IN SODIUM CHLORIDE|DIFLUCAN ONE|Diflucan|FLUCONAZOLE|FLUCONAZOLE IN SODIUM CHLORIDE|Triflucan|UK-49,858";"Small molecule";"4";"306.28";"339";"7096";"0.74";"81.65";"7";"1";"0";"5";"N";"0.75";"12.68";"2.30";"0.56";"0.56";"3";"MOL";"0";"22";"7";"1";"0";"306.1041";"NEUTRAL";"C13H12F2N6O";"OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F"
"CHEMBL566534";"ARTEMETHER";"ARTEMETHER|Artemetheri|DIHYDROARTEMISININ IMPURITY G|NSC-665970|SM 224";"Small molecule";"4";"298.38";"143";"852";"2.84";"46.15";"5";"0";"0";"1";"N";"0.70";"";"";"3.48";"3.48";"0";"MOL";"0";"21";"5";"0";"0";"298.1780";"";"C16H26O5";"CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3"
"CHEMBL463763";"TRIPTOLIDE";"NSC-163062|TRIPTOLIDE";"Small molecule";"3";"360.41";"92";"187";"1.10";"84.12";"6";"1";"0";"1";"N";"0.56";"12.54";"";"1.33";"1.33";"0";"MOL";"0";"26";"6";"1";"0";"360.1573";"NEUTRAL";"C20H24O6";"CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2O"
"CHEMBL635";"PREDNISONE";"CORTAN|CORTANCYL|DECORTISYL|DELTA-DOME|DELTASONE|FERNISONE|LIQUID PRED|LODOTRA|METICORTEN|NSC-10023|ORASONE|PARACORT|PREDNICEN-M|PREDNISONE|PREDNISONE INTENSOL|PREDNISONE TABLETS|Prednisone|RAYOS|SERVISONE|Sterapred";"Small molecule";"4";"358.43";"199";"825";"1.77";"91.67";"5";"2";"0";"2";"N";"0.78";"12.58";"";"1.66";"1.66";"0";"MOL";"0";"26";"5";"2";"0";"358.1780";"NEUTRAL";"C21H26O5";"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO"
"CHEMBL210651";"APRICITABINE";"APRICITABINE";"Small molecule";"3";"229.26";"4";"63";"-0.59";"90.37";"7";"2";"0";"2";"N";"0.70";"";"";"-0.99";"-0.99";"1";"MOL";"0";"15";"6";"3";"0";"229.0521";"";"C8H11N3O3S";"Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1"
"CHEMBL468";"THALIDOMIDE";"K-17|NSC-527179|NSC-66847|TALIDEX|THALIDOMIDE|THALIDOMIDE |THALOMID";"Small molecule";"4";"258.23";"209";"752";"0.09";"83.55";"4";"1";"0";"1";"N";"0.72";"11.59";"";"0.02";"0.02";"1";"MOL";"0";"19";"6";"1";"0";"258.0641";"NEUTRAL";"C13H10N2O4";"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1"
"CHEMBL82301";"VICRIVIROC";"SCH-351125|SCH-D|VICRIVIROC";"Small molecule";"3";"533.64";"13";"137";"4.50";"61.80";"6";"0";"1";"6";"N";"0.55";"";"8.44";"2.80";"1.72";"2";"MOL";"0";"38";"7";"0";"1";"533.2978";"NEUTRAL";"C28H38F3N5O2";"COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C"
"CHEMBL1939499";"MK-6186";"MK-6186|MK6186";"Small molecule";"1";"435.27";"7";"33";"5.33";"92.41";"6";"1";"1";"4";"N";"0.41";"9.90";"2.03";"4.26";"4.26";"5";"MOL";"0";"30";"7";"1";"1";"434.0450";"NEUTRAL";"C21H12Cl2N6O";"N#Cc1cc(Cl)cc(Oc2c(Cl)ccc3c2cnn3Cc2n[nH]c3ncccc23)c1"
"CHEMBL33";"LEVOFLOXACIN";"DR-3355|EVOXIL|Floxacin|IQUIX|LEVAQUIN|LEVOFLOXACIN|LEVOFLOXACIN HEMIHYDRATE|LEVOFLOXACIN HYDRATE|OFLOXACIN S-(-)-FORM|OFLOXACIN S-(-)-FORM HEMIHYDRATE|OFTAQUIX|QUINSAIR|QUIXIN|RWJ-25213|TAVANIC";"Small molecule";"4";"361.37";"350";"7403";"1.54";"75.01";"6";"1";"0";"2";"N";"0.87";"5.29";"6.16";"0.51";"-0.47";"2";"MOL";"0";"26";"7";"1";"0";"361.1438";"ACID";"C18H20FN3O4";"C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23"
"CHEMBL853";"ZALCITABINE";"DDC (DDC)|DIDEOXYCYTIDINE|HIVID|Hivid|NSC-606170|RO 24-2027/000|RO-24-2027000|ZALCITABINE";"Small molecule";"4";"211.22";"71";"718";"-0.50";"90.37";"6";"2";"0";"2";"N";"0.69";"";"";"-1.19";"-1.19";"1";"MOL";"0";"15";"6";"3";"0";"211.0957";"";"C9H13N3O3";"Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1"
"CHEMBL659";"GALANTAMINE";"ACUMOR XL|CONSION XL|ELMINO XL|GALANTAMINE|GALANTHAMINE|GALSYA XL|GALZEMIC XL|GATALIN XL|GAZYLAN XL|Galantamine|LOTPROSIN XL|LUVENTA XL|NSC-100058|REMINYL|REMINYL XL|Razadyne|ZEEBRAL XL";"Small molecule";"4";"287.36";"154";"1324";"1.85";"41.93";"4";"1";"0";"1";"N";"0.80";"";"8.58";"1.16";"-0.04";"1";"MOL";"0";"21";"4";"1";"0";"287.1521";"BASE";"C17H21NO3";"COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2"
"CHEMBL704";"MESALAMINE";"APRISO|ASACOL|ASACOL HD|CANASA|COLTEC EC|DELZICOL|FISALAMINE|IPOCOL|LIALDA|MAX-002|MESALAMINE|MESALAZINE|MESALAZINE |MESREN MR|MEZAVANT XL|NSC-38877|OCTASA|PENTASA|PENTASA SR|ROWASA|SALOFALK|SFROWASA";"Small molecule";"4";"153.14";"63";"263";"0.67";"83.55";"3";"3";"0";"1";"N";"0.41";"2.02";"5.87";"-0.29";"-1.72";"1";"MOL";"0";"11";"4";"4";"0";"153.0426";"ACID";"C7H7NO3";"Nc1ccc(O)c(C(=O)O)c1"
"CHEMBL1503";"OMEPRAZOLE";"Antra|H 168/68|H-168/68|LOSEC|LOSEC MUPS|MEZZOPRAM|MOPRAL|OMEPRAZOLE|OMERAN|PRILOSEC|ZANPROL";"Small molecule";"4";"345.42";"192";"2865";"2.90";"77.10";"5";"1";"0";"5";"N";"0.77";"9.68";"4.77";"2.43";"2.43";"3";"MOL";"0";"24";"6";"1";"0";"345.1147";"NEUTRAL";"C17H19N3O3S";"COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1"
"CHEMBL98";"VORINOSTAT";"MK-0683|MK0683|VORINOSTAT|ZOLINZA";"Small molecule";"4";"264.32";"793";"4549";"2.47";"78.43";"3";"3";"0";"8";"N";"0.38";"8.91";"";"2.00";"1.99";"1";"MOL";"0";"19";"5";"3";"0";"264.1474";"NEUTRAL";"C14H20N2O3";"O=C(CCCCCCC(=O)Nc1ccccc1)NO"
"CHEMBL182";"GANCICLOVIR";"BW 759U|CYMEVENE|CYTOVENE|Cymevene|GANCICLOVIR|RS-21592|VIRGAN|VITRASERT|ZIRGAN";"Small molecule";"4";"255.23";"225";"2226";"-1.56";"139.54";"9";"4";"0";"5";"N";"0.50";"11.58";"1.01";"-1.19";"-1.19";"2";"MOL";"0";"18";"9";"5";"0";"255.0968";"NEUTRAL";"C9H13N5O4";"Nc1nc(O)c2ncn(COC(CO)CO)c2n1"
"CHEMBL141";"LAMIVUDINE";"BCH 189, (-)-|EPIVIR|EPIVIR-HBV|Epivir|GR 109714X|LAMIVUDINE|ZEFFIX";"Small molecule";"4";"229.26";"175";"1965";"-0.59";"90.37";"7";"2";"0";"2";"N";"0.70";"";"";"-1.10";"-1.10";"1";"MOL";"0";"15";"6";"3";"0";"229.0521";"";"C8H11N3O3S";"Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1"
"CHEMBL1201772";"PRASUGREL";"EFIENT|LY-640315|PRASUGREL";"Small molecule";"4";"373.45";"8";"32";"3.89";"46.61";"5";"0";"0";"5";"N";"0.75";"";"5.12";"4.31";"4.30";"2";"MOL";"0";"26";"4";"0";"0";"373.1148";"NEUTRAL";"C20H20FNO3S";"CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2"
"CHEMBL1422";"SITAGLIPTIN";"JANUVIA|LEZ-763|LEZ763|MK-0431|SITAGLIPTIN";"Small molecule";"4";"407.32";"39";"267";"2.02";"77.04";"5";"1";"0";"4";"N";"0.62";"";"8.78";"1.26";"-0.14";"2";"MOL";"0";"28";"6";"2";"0";"407.1181";"BASE";"C16H15F6N5O";"N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F"
"CHEMBL404519";"BEVIRIMAT";"BEVIRIMAT|MPC-4326|PA-103001|PA-457";"Small molecule";"2";"584.84";"17";"371";"8.14";"100.90";"4";"2";"2";"6";"N";"0.24";"4.16";"";"8.00";"2.43";"0";"MOL";"0";"42";"6";"2";"2";"584.4077";"ACID";"C36H56O6";"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"
"CHEMBL292687";"DINITROCHLOROBENZENE";"1-CHLORO-2,4-DINITROBENZENE|DINITROCHLOROBENZENE|NSC-6292";"Small molecule";"1";"202.55";"43";"77";"2.16";"86.28";"4";"0";"0";"2";"N";"0.54";"";"";"2.46";"2.46";"1";"MOL";"0";"13";"6";"0";"0";"201.9781";"";"C6H3ClN2O4";"O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1"
"CHEMBL1643";"RIBAVIRIN";"COPEGUS|NSC-163039|REBETOL|RIBASPHERE|RIBAVARIN|RIBAVIRIN|RibaPak|Ribofluranosyl Carboxamide|SCH 18908|SCH-18908|TRIBAVIRIN|Tribavirin|VIRAZID|VIRAZOLE|Viramid";"Small molecule";"4";"244.21";"291";"3181";"-3.01";"143.72";"8";"4";"0";"3";"N";"0.44";"11.88";"";"-2.77";"-2.77";"1";"MOL";"0";"17";"9";"5";"0";"244.0808";"NEUTRAL";"C8H12N4O5";"NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1"
"CHEMBL191";"LOSARTAN";"HGP-1405|HGP1405|LOSARTAN|Losartan";"Small molecule";"4";"422.92";"159";"1195";"4.27";"92.51";"6";"2";"0";"8";"N";"0.44";"4.26";"3.82";"4.06";"2.82";"4";"MOL";"0";"30";"7";"2";"0";"422.1622";"ACID";"C22H23ClN6O";"CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1"
