"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Parent Molecule Type";"Max Phase";"First Approval";"USAN Stem";"Smiles";"Mechanism of Action";"Mechanism Comment";"Selectivity Comment";"Target ChEMBL ID";"Target Name";"Action Type";"Target Type";"Target Organism";"Binding Site Name";"Binding Site Comment";"References";"Synonyms";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Parent Molecule ChEMBL ID"
"CHEMBL614";"PYRAZINAMIDE";"Small molecule";"4";"1971";"";"NC(=O)c1cnccn1";"Fatty acid synthase inhibitor";"";"";"CHEMBL2011";"Fatty acid synthase";"INHIBITOR";"SINGLE PROTEIN";"Mycobacterium tuberculosis";"";"";"Type: PubMed RefID: 17101678 URL: http://europepmc.org/abstract/MED/17101678|Type: Wikipedia RefID: Pyrazinamide#Mechanism_of_action URL: http://en.wikipedia.org/wiki/Pyrazinamide#Mechanism_of_action";"Pyrazinamide (BAN, FDA, INN, JAN, MI, USP)|";"J04AK01";"J04AK - Other drugs for treatment of tuberculosis";"J04A - DRUGS FOR TREATMENT OF TUBERCULOSIS";"J04 - ANTIMYCOBACTERIALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL614"
"CHEMBL231813";"TELAPREVIR";"Protein";"4";"2011";"'-vir'";"CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1";"Hepatitis C virus serine protease, NS3/NS4A inhibitor";"";"";"CHEMBL2095231";"Hepatitis C virus serine protease, NS3/NS4A";"INHIBITOR";"PROTEIN COMPLEX";"Hepatitis C virus";"";"";"Type: FDA RefID: label/2013/201917s010lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201917s010lbl.pdf";"Telaprevir (FDA, INN, JAN, MI, USAN)|";"J05AP02";"J05AP - Antivirals for treatment of HCV infections";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL231813"
"CHEMBL33";"LEVOFLOXACIN";"Small molecule";"4";"1996";"'-oxacin'";"C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23";"DNA gyrase inhibitor";"";"";"CHEMBL2311225";"DNA gyrase";"INHIBITOR";"PROTEIN COMPLEX";"Streptococcus pneumoniae";"";"";"Type: DailyMed RefID: setid=a1f01e8e-97e9-11de-b91d-553856d89593 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a1f01e8e-97e9-11de-b91d-553856d89593";"Levofloxacin (BAN, FDA, INN, JAN, USAN, USP)|Levofloxacin hydrate (JAN)|Ofloxacin s-(-)-form (MI)|Ofloxacin s-(-)-form hemihydrate (MI)|";"S01AE05 | J01MA12";"S01AE - Fluoroquinolones | J01MA - Fluoroquinolones";"S01A - ANTIINFECTIVES | J01M - QUINOLONE ANTIBACTERIALS";"S01 - OPHTHALMOLOGICALS | J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"S - SENSORY ORGANS | J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL33"
"CHEMBL503";"LOVASTATIN";"Small molecule";"4";"1987";"'-stat-'";"CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21";"HMG-CoA reductase inhibitor";"";"";"CHEMBL402";"HMG-CoA reductase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=10a557fe-6620-4b15-862a-d3ff5dece612 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=10a557fe-6620-4b15-862a-d3ff5dece612";"Lovastatin (BAN, FDA, INN, MI, USAN, USP)|Simvastatin impurity, lovastatin- (USP)|";"C10AA02";"C10AA - HMG CoA reductase inhibitors";"C10A - LIPID MODIFYING AGENTS, PLAIN";"C10 - LIPID MODIFYING AGENTS";"C - CARDIOVASCULAR SYSTEM";"CHEMBL503"
"CHEMBL1241348";"FALDAPREVIR";"Small molecule";"3";"";"'-vir'";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O";"Hepatitis C virus serine protease, NS3/NS4A inhibitor";"";"";"CHEMBL2095231";"Hepatitis C virus serine protease, NS3/NS4A";"INHIBITOR";"PROTEIN COMPLEX";"Hepatitis C virus";"";"";"Type: PubMed RefID: 20823284 URL: http://europepmc.org/abstract/MED/20823284";"Faldaprevir (INN, USAN)|Faldaprevir sodium (USAN)|";"J05AP04";"J05AP - Antivirals for treatment of HCV infections";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL1241348"
"CHEMBL1201565";"EPOETIN ALFA";"Protein";"4";"1989";"'-poetin'";"";"Erythropoietin receptor agonist";"";"";"CHEMBL1817";"Erythropoietin receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: FDA RefID: label/2013/103234s5323lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/103234s5323lbl.pdf";"Epoetin Alfa (BAN, FDA, INN, USAN)|";"";"";"";"";"";"CHEMBL1201565"
"CHEMBL23";"DILTIAZEM";"Small molecule";"4";"1982";"'-tiazem'";"COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1";"Voltage-gated L-type calcium channel blocker";"";"";"CHEMBL2095229";"Voltage-gated L-type calcium channel";"BLOCKER";"PROTEIN FAMILY";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=a91f6d42-e74e-461b-af00-44a118ecc502 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a91f6d42-e74e-461b-af00-44a118ecc502|Type: Wikipedia RefID: Calcium_channel_blocker URL: http://en.wikipedia.org/wiki/Calcium_channel_blocker|Type: Wikipedia RefID: Diltiazem URL: http://en.wikipedia.org/wiki/Diltiazem|Type: Wikipedia RefID: L-type_calcium_channel URL: http://en.wikipedia.org/wiki/L-type_calcium_channel|Type: Wikipedia RefID: Voltage-dependent_calcium_channel URL: http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel";"Diltiazem (BAN, INN, MI)|Diltiazem Malate (FDA, USAN)|Diltiazem HCl (FDA, JAN, MI, USAN, USP)|";"C08DB01 | C05AE03";"C08DB - Benzothiazepine derivatives | C05AE - Muscle relaxants";"C08D - SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS | C05A - AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE";"C08 - CALCIUM CHANNEL BLOCKERS | C05 - VASOPROTECTIVES";"C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM";"CHEMBL23"
"CHEMBL790";"CHLORHEXIDINE";"Small molecule";"4";"1976";"";"N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1";"Cell membrane inhibitor";"Disrupts cell membrane";"";"CHEMBL2364031";"Cell membrane";"INHIBITOR";"SUBCELLULAR";"Bacteria";"";"";"Type: PubMed RefID: 1335944 URL: http://europepmc.org/abstract/MED/1335944|Type: Wikipedia RefID: Chlorhexidine_gluconate URL: http://en.wikipedia.org/wiki/Chlorhexidine_gluconate";"Chlorhexidine (BAN, INN, MI, USP)|Chlorhexidine d-digluconate (MI)|Chlorhexidine gluconate (FDA, JAN, USAN, USP)|Chlorhexidine Phosphanilate (USAN)|Chlorhexidine HCl (BAN, JAN, USAN)|";"D08AC02 | A01AB03 | S02AA09 | S01AX09 | R02AA05 | D09AA12 | S03AA04 | D08AC52 | B05CA02";"D08AC - Biguanides and amidines | A01AB - Antiinfectives and antiseptics for local oral treatment | S02AA - Antiinfectives | S01AX - Other antiinfectives | R02AA - Antiseptics | D09AA - Medicated dressings with antiinfectives | S03AA - Antiinfectives | D08AC - Biguanides and amidines | B05CA - Antiinfectives";"D08A - ANTISEPTICS AND DISINFECTANTS | A01A - STOMATOLOGICAL PREPARATIONS | S02A - ANTIINFECTIVES | S01A - ANTIINFECTIVES | R02A - THROAT PREPARATIONS | D09A - MEDICATED DRESSINGS | S03A - ANTIINFECTIVES | D08A - ANTISEPTICS AND DISINFECTANTS | B05C - IRRIGATING SOLUTIONS";"D08 - ANTISEPTICS AND DISINFECTANTS | A01 - STOMATOLOGICAL PREPARATIONS | S02 - OTOLOGICALS | S01 - OPHTHALMOLOGICALS | R02 - THROAT PREPARATIONS | D09 - MEDICATED DRESSINGS | S03 - OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS | D08 - ANTISEPTICS AND DISINFECTANTS | B05 - BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS";"D - DERMATOLOGICALS | A - ALIMENTARY TRACT AND METABOLISM | S - SENSORY ORGANS | S - SENSORY ORGANS | R - RESPIRATORY SYSTEM | D - DERMATOLOGICALS | S - SENSORY ORGANS | D - DERMATOLOGICALS | B - BLOOD AND BLOOD FORMING ORGANS";"CHEMBL790"
"CHEMBL1483";"ALBENDAZOLE";"Small molecule";"4";"1996";"'-bendazole'";"CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1";"Tubulin inhibitor";"";"";"CHEMBL2364704";"Tubulin";"INHIBITOR";"PROTEIN COMPLEX GROUP";"Taeniidae";"Beta tubulin";"Binds to beta tubulin";"Type: DailyMed RefID: setid=e8941166-b77d-45aa-a6e8-04f1c0afd845 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e8941166-b77d-45aa-a6e8-04f1c0afd845|Type: ISBN RefID: 9780702034718 PP. 669 URL: http://www.isbnsearch.org/isbn/9780702034718|Type: PubMed RefID: 13678839 URL: http://europepmc.org/abstract/MED/13678839";"Albendazole (BAN, FDA, INN, JAN, MI, USAN, USP)|";"P02CA03";"P02CA - Benzimidazole derivatives";"P02C - ANTINEMATODAL AGENTS";"P02 - ANTHELMINTICS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"CHEMBL1483"
"CHEMBL1456";"MYCOPHENOLATE MOFETIL";"Small molecule";"4";"1995";"";"COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2";"Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor";"";"";"CHEMBL2111369";"Inosine-5'-monophosphate dehydrogenase (IMPDH)";"INHIBITOR";"PROTEIN FAMILY";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=37241e87-4af4-4dc3-a1aa-ea6f20d8dc40 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=37241e87-4af4-4dc3-a1aa-ea6f20d8dc40|Type: PubMed RefID: 15621150 URL: http://europepmc.org/abstract/MED/15621150|Type: PubMed RefID: 17463174 URL: http://europepmc.org/abstract/MED/17463174|Type: PubMed RefID: 17713475 URL: http://europepmc.org/abstract/MED/17713475";"Mycophenolate Mofetil HCl (FDA, USAN)|Mycophenolate mofetil (FDA, JAN, USAN, USP)|";"";"";"";"";"";"CHEMBL1456"
"CHEMBL112";"ACETAMINOPHEN";"Small molecule";"4";"1968";"";"CC(=O)Nc1ccc(O)cc1";"Anandamide amidohydrolase inhibitor";"FAAH converts acetaminophen into the active metabolite AM404, but this conversion also competes with degradation of anandamide increasing its concentration and effects";"";"CHEMBL2243";"Anandamide amidohydrolase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 15987694 URL: http://europepmc.org/abstract/MED/15987694|Type: Wikipedia RefID: Acetaminophen#Mechanism_of_action URL: http://en.wikipedia.org/wiki/Acetaminophen#Mechanism_of_action";"Acetaminophen (FDA, JAN, MI, USP)|Paracetamol (BAN, DCF, INN)|";"N02BE71 | N02BE51 | N02BE01";"N02BE - Anilides | N02BE - Anilides | N02BE - Anilides";"N02B - OTHER ANALGESICS AND ANTIPYRETICS | N02B - OTHER ANALGESICS AND ANTIPYRETICS | N02B - OTHER ANALGESICS AND ANTIPYRETICS";"N02 - ANALGESICS | N02 - ANALGESICS | N02 - ANALGESICS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM | N - NERVOUS SYSTEM";"CHEMBL112"
"CHEMBL374478";"RIFAMPIN";"Small molecule";"4";"1971";"'-pin; rifa-'";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"Bacterial DNA-directed RNA polymerase inhibitor";"";"";"CHEMBL2364672";"Bacterial DNA-directed RNA polymerase";"INHIBITOR";"PROTEIN COMPLEX";"Bacteria";"RNA polymerase beta/beta prime subunit";"Beta subunit is binding site";"Type: PubMed RefID: 11290327 URL: http://europepmc.org/abstract/MED/11290327|Type: PubMed RefID: 20185278 URL: http://europepmc.org/abstract/MED/20185278|Type: PubMed RefID: 4942761 URL: http://europepmc.org/abstract/MED/4942761|Type: Wikipedia RefID: Rifampin#Mechanism_of_action URL: http://en.wikipedia.org/wiki/Rifampin#Mechanism_of_action";"Rifampicin (BAN, INN, JAN)|Rifampin (FDA, MI, USAN, USP)|Rifamycin amp (MI)|";"J04AB02";"J04AB - Antibiotics";"J04A - DRUGS FOR TREATMENT OF TUBERCULOSIS";"J04 - ANTIMYCOBACTERIALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL374478"
"CHEMBL457";"GEMFIBROZIL";"Small molecule";"4";"1981";"";"Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1";"Peroxisome proliferator-activated receptor alpha agonist";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=16a775ec-47e7-491f-8c48-319ce43dcd3b URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=16a775ec-47e7-491f-8c48-319ce43dcd3b|Type: Wikipedia RefID: Fibrates URL: http://en.wikipedia.org/wiki/Fibrates|Type: Wikipedia RefID: Gemfibrozil URL: http://en.wikipedia.org/wiki/Gemfibrozil";"Gemfibrozil (BAN, FDA, INN, JAN, MI, USAN, USP)|";"C10AB04";"C10AB - Fibrates";"C10A - LIPID MODIFYING AGENTS, PLAIN";"C10 - LIPID MODIFYING AGENTS";"C - CARDIOVASCULAR SYSTEM";"CHEMBL457"
"CHEMBL90555";"VINCRISTINE";"Small molecule";"4";"1963";"'vin-'";"CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1";"Tubulin inhibitor";"";"";"CHEMBL2095182";"Tubulin";"INHIBITOR";"PROTEIN COMPLEX GROUP";"Homo sapiens";"Beta tubulin vinca binding domain";"Binds to beta tubulin, vinca site (PMID: 15057285)";"Type: DailyMed RefID: setid=01cee93f-3ab9-44fa-8c9a-dd5958fd2db9 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=01cee93f-3ab9-44fa-8c9a-dd5958fd2db9|Type: PubMed RefID: 22044006 URL: http://europepmc.org/abstract/MED/22044006";"Vincristine Sulfate (FDA, JAN, MI, USAN, USP)|Vincristine (BAN, INN, MI)|";"L01CA02";"L01CA - Vinca alkaloids and analogues";"L01C - PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL90555"
"CHEMBL3989866";"BICTEGRAVIR";"Small molecule";"4";"2018";"'-vir'";"O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2";"Human immunodeficiency virus type 1 integrase inhibitor";"HIV-1 integrase strand transfer inhibitor|Inhibition of the integrase prevents viral integration into the host DNA which is required for propagation.";"Active against a range of clinical HIV-1 isolates across different groups and subgroups. Also displayed activity against an HIV-2 strain included in the assay (EC50 1.1nM).";"CHEMBL3471";"Human immunodeficiency virus type 1 integrase";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"Active site";"Type: FDA RefID: label/2018/210251s000lbl.pdf URL: https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210251s000lbl.pdf";"Bictegravir sodium (FDA, USAN)|Bictegravir (INN, USAN)|";"";"";"";"";"";"CHEMBL3989866"
"CHEMBL593";"DELAVIRDINE";"Small molecule";"4";"1997";"'-vir-'";"CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1";"Human immunodeficiency virus type 1 reverse transcriptase inhibitor";"";"";"CHEMBL247";"Human immunodeficiency virus type 1 reverse transcriptase";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: DailyMed RefID: setid=992306f0-c612-41dd-a4df-35d1fd360033#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=992306f0-c612-41dd-a4df-35d1fd360033#nlm34090-1";"Delavirdine mesilate (JAN)|Delavirdine mesylate (FDA, USAN)|Delavirdine methanesulfonate (MI)|Delavirdine (INN, MI)|";"J05AG02";"J05AG - Non-nucleoside reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL593"
"CHEMBL403664";"BLEOMYCIN";"Small molecule";"4";"1973";"'-mycin'";"Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1";"DNA inhibitor";"";"";"CHEMBL2311221";"DNA";"INHIBITOR";"NUCLEIC-ACID";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=905e0984-2ce3-481c-b1a0-0ef0a616479a URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=905e0984-2ce3-481c-b1a0-0ef0a616479a|Type: Wikipedia RefID: Bleomycin URL: http://en.wikipedia.org/wiki/Bleomycin";"Bleomycin Sulfate (FDA, JAN, USAN, USP)|Bleomycins sulfate (MI)|Bleomycin (INN)|Bleomycin hydrochloride (JAN)|Bleomycins (MI)|";"L01DC01";"L01DC - Other cytotoxic antibiotics";"L01D - CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL403664"
"CHEMBL1201564";"INTERFERON GAMMA-1B";"Protein";"4";"1999";"";"";"Interferon gamma receptor agonist";"";"";"CHEMBL2364171";"Interferon gamma receptor";"AGONIST";"PROTEIN COMPLEX";"Homo sapiens";"";"Alpha subunit is binding site";"Type: FDA RefID: label/2015/103836s5182lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/103836s5182lbl.pdf|Type: PubMed RefID: 7617032 URL: http://europepmc.org/abstract/MED/7617032";"Interferon .gamma.-1b (MI)|Interferon Gamma-1B (BAN, FDA, INN, MI, USAN)|";"L03AB03";"L03AB - Interferons";"L03A - IMMUNOSTIMULANTS";"L03 - IMMUNOSTIMULANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL1201564"
"CHEMBL2109442";"PRO-542";"Antibody";"2";"";"";"";"Envelope glycoprotein gp160 inhibitor";"Blocking its attachment to CD4 cells. Immunoprophyaxis HIV1 infection.";"";"CHEMBL1293311";"Envelope glycoprotein gp160";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: PubMed RefID: 7576908 URL: http://europepmc.org/abstract/MED/7576908";"PRO-542";"";"";"";"";"";"CHEMBL2109442"
"CHEMBL1643";"RIBAVIRIN";"Small molecule";"4";"1985";"'-vir-'";"NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1";"Inosine-5'-monophosphate dehydrogenase 1 inhibitor";"";"";"CHEMBL1822";"Inosine-5'-monophosphate dehydrogenase 1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 16107837 URL: http://europepmc.org/abstract/MED/16107837|Type: Wikipedia RefID: Ribavirin#Mechanisms_of_action URL: http://en.wikipedia.org/wiki/Ribavirin#Mechanisms_of_action";"Ribavirin (FDA, INN, JAN, MI, USAN, USP)|Tribavirin (BAN)|";"J05AP01";"J05AP - Antivirals for treatment of HCV infections";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL1643"
"CHEMBL1201558";"INTERFERON ALFA-2B";"Protein";"4";"1986";"";"";"Interferon alpha/beta receptor agonist";"";"";"CHEMBL2364170";"Interferon alpha/beta receptor";"AGONIST";"PROTEIN COMPLEX";"Homo sapiens";"";"Alpha subunit is binding site";"Type: DailyMed RefID: setid=fd653d74-48ab-49e4-a42d-ec1cbc59badb URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fd653d74-48ab-49e4-a42d-ec1cbc59badb|Type: PubMed RefID: 10049744 URL: http://europepmc.org/abstract/MED/10049744";"Interferon alfa-2b (BAN, FDA, INN, MI, USAN)|";"L03AB05";"L03AB - Interferons";"L03A - IMMUNOSTIMULANTS";"L03 - IMMUNOSTIMULANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL1201558"
"CHEMBL525076";"ENFUVIRTIDE";"Protein";"4";"2003";"'-tide; -vir-'";"CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O";"Transmembrane glycoprotein gp41 inhibitor";"";"";"CHEMBL2362987";"Transmembrane glycoprotein gp41";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus";"";"";"Type: DailyMed RefID: setid=6935e846-d5a1-49e5-89a2-f8ebe4d5590d URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6935e846-d5a1-49e5-89a2-f8ebe4d5590d";"Enfuvirtide (BAN, FDA, INN, MI, USAN)|";"J05AX07";"J05AX - Other antivirals";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL525076"
"CHEMBL704";"MESALAMINE";"Small molecule";"4";"1987";"'-sal-'";"Nc1ccc(O)c(C(=O)O)c1";"Cyclooxygenase inhibitor";"";"";"CHEMBL2094253";"Cyclooxygenase";"INHIBITOR";"PROTEIN FAMILY";"Homo sapiens";"";"";"Type: PubMed RefID: 12463455 URL: http://europepmc.org/abstract/MED/12463455|Type: PubMed RefID: 12950415 URL: http://europepmc.org/abstract/MED/12950415|Type: PubMed RefID: 14742690 URL: http://europepmc.org/abstract/MED/14742690";"Mesalamine (FDA, MI, USAN, USP)|Mesalazine (BAN, INN, JAN)|";"A07EC02";"A07EC - Aminosalicylic acid and similar agents";"A07E - INTESTINAL ANTIINFLAMMATORY AGENTS";"A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL704"
"CHEMBL141";"LAMIVUDINE";"Small molecule";"4";"1995";"'-vudine'";"Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1";"DNA inhibitor";"When monophosporylated is incorporates into the DNA, when triphosporylated inhibits the enzymes";"";"CHEMBL2363047";"DNA";"INHIBITOR";"NUCLEIC-ACID";"Human immunodeficiency virus 2";"";"";"Type: DailyMed RefID: setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e";"Lamivudine (BAN, FDA, INN, JAN, MI, USAN, USP)|";"J05AF05";"J05AF - Nucleoside and nucleotide reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL141"
"CHEMBL1200934";"NORGESTIMATE";"Small molecule";"4";"1989";"'-gest-'";"C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC";"Progesterone receptor agonist";"";"";"CHEMBL208";"Progesterone receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=222f0530-c4b7-47ec-99c9-4ff81eabf485#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=222f0530-c4b7-47ec-99c9-4ff81eabf485#nlm34090-1";"Norgestimate (BAN, FDA, INN, MI, USAN, USP)|";"";"";"";"";"";"CHEMBL1200934"
